replicate,null_attr_pct
1,29.244767970882616
2,29.372156505914464
3,28.989990900818924
4,29.554140127388536
5,30.664240218380346
6,28.844404003639674
7,28.607825295723384
8,28.97179253867152
9,30.02729754322111
10,29.372156505914464
11,29.86351228389445
12,28.989990900818924
13,29.772520473157414
14,28.243858052775252
15,28.80800727934486
16,29.13557779799818
17,29.044585987261147
18,29.899909008189262
19,29.044585987261147
20,28.553230209281168
21,29.86351228389445
22,28.57142857142857
23,28.316651501364877
24,29.117379435850772
25,28.316651501364877
26,29.408553230209282
27,28.607825295723384
28,30.0090991810737
29,29.26296633303003
30,28.95359417652411
31,29.335759781619654
32,29.008189262966333
33,29.29936305732484
34,29.281164695177438
35,29.353958143767063
36,28.753412192902637
37,28.698817106460417
38,28.753412192902637
39,29.499545040946312
40,29.281164695177438
41,29.590536851683346
42,29.13557779799818
43,29.899909008189262
44,28.57142857142857
45,29.080982711555958
46,28.389444949954505
47,28.498635122838945
48,29.53594176524113
49,29.026387625113742
50,28.95359417652411
51,29.117379435850772
52,29.008189262966333
53,29.444949954504096
54,28.880800727934485
55,29.881710646041853
56,28.58962693357598
57,30.063694267515924
58,28.95359417652411
59,29.372156505914464
60,29.499545040946312
61,29.335759781619654
62,28.6442220200182
63,28.6442220200182
64,28.516833484986353
65,27.788898999090083
66,28.862602365787076
67,28.6442220200182
68,29.29936305732484
69,29.68152866242038
70,27.970882620564147
71,28.989990900818924
72,28.607825295723384
73,29.717925386715194
74,28.97179253867152
75,28.6442220200182
76,29.936305732484076
77,29.899909008189262
78,27.934485896269333
79,29.026387625113742
80,28.662420382165603
81,28.42584167424932
82,29.481346678798907
83,29.66333030027298
84,28.97179253867152
85,29.29936305732484
86,29.554140127388536
87,29.353958143767063
88,28.97179253867152
89,29.244767970882616
90,29.86351228389445
91,30.02729754322111
92,29.4631483166515
93,29.66333030027298
94,28.698817106460417
95,28.498635122838945
96,29.62693357597816
97,29.4631483166515
98,28.97179253867152
99,28.58962693357598
100,29.335759781619654
101,29.208371246587806
102,28.58962693357598
103,29.66333030027298
104,29.1901728844404
105,29.353958143767063
106,28.78980891719745
107,28.95359417652411
108,30.081892629663333
109,29.62693357597816
110,29.244767970882616
111,29.226569608735215
112,28.29845313921747
113,28.97179253867152
114,29.026387625113742
115,29.335759781619654
116,28.662420382165603
117,29.66333030027298
118,28.880800727934485
119,29.080982711555958
120,29.554140127388536
121,28.57142857142857
122,28.826205641492265
123,29.226569608735215
124,28.989990900818924
125,28.880800727934485
126,28.826205641492265
127,28.826205641492265
128,29.736123748862603
129,29.972702456778887
130,29.390354868061873
131,28.480436760691536
132,28.880800727934485
133,28.717015468607826
134,28.498635122838945
135,28.80800727934486
136,29.444949954504096
137,28.280254777070063
138,28.826205641492265
139,28.46223839854413
140,28.280254777070063
141,28.844404003639674
142,29.736123748862603
143,28.316651501364877
144,29.226569608735215
145,27.952684258416742
146,29.26296633303003
147,30.86442220200182
148,29.099181073703367
149,29.827115559599637
150,29.117379435850772
151,29.772520473157414
152,29.426751592356688
153,28.9171974522293
154,29.4631483166515
155,29.31756141947225
156,28.480436760691536
157,29.244767970882616
158,28.862602365787076
159,28.152866242038215
160,29.4631483166515
161,28.989990900818924
162,29.390354868061873
163,28.717015468607826
164,28.97179253867152
165,28.480436760691536
166,28.40764331210191
167,28.989990900818924
168,28.844404003639674
169,28.9171974522293
170,29.64513193812557
171,30.02729754322111
172,29.69972702456779
173,29.53594176524113
174,28.826205641492265
175,29.208371246587806
176,28.280254777070063
177,28.898999090081894
178,28.898999090081894
179,29.954504094631485
180,28.78980891719745
181,28.735213830755228
182,29.390354868061873
183,28.844404003639674
184,28.40764331210191
185,28.935395814376708
186,29.4631483166515
187,29.026387625113742
188,29.808917197452228
189,29.26296633303003
190,29.117379435850772
191,29.499545040946312
192,28.698817106460417
193,28.880800727934485
194,27.443130118289353
195,28.80800727934486
196,29.1901728844404
197,29.281164695177438
198,28.08007279344859
199,29.226569608735215
200,28.935395814376708
201,28.95359417652411
202,30.35486806187443
203,28.77161055505005
204,29.572338489535944
205,29.117379435850772
206,29.062784349408556
207,29.827115559599637
208,29.226569608735215
209,28.6442220200182
210,28.40764331210191
211,28.826205641492265
212,28.480436760691536
213,28.935395814376708
214,29.408553230209282
215,29.353958143767063
216,29.099181073703367
217,30.336669699727025
218,29.572338489535944
219,29.390354868061873
220,28.171064604185624
221,29.554140127388536
222,29.372156505914464
223,28.06187443130118
224,29.17197452229299
225,30.263876251137393
226,29.899909008189262
227,28.280254777070063
228,28.753412192902637
229,29.4631483166515
230,29.69972702456779
231,29.717925386715194
232,29.881710646041853
233,28.40764331210191
234,29.008189262966333
235,29.554140127388536
236,28.753412192902637
237,28.53503184713376
238,28.626023657870793
239,28.389444949954505
240,29.4631483166515
241,28.353048225659688
242,29.080982711555958
243,29.68152866242038
244,28.6442220200182
245,27.8434940855323
246,29.15377616014559
247,28.680618744313012
248,28.989990900818924
249,28.29845313921747
250,28.735213830755228
251,28.29845313921747
252,29.717925386715194
253,29.281164695177438
254,29.26296633303003
255,28.880800727934485
256,29.51774340309372
257,29.51774340309372
258,29.590536851683346
259,28.95359417652411
260,30.0090991810737
261,28.880800727934485
262,28.553230209281168
263,29.17197452229299
264,29.099181073703367
265,28.353048225659688
266,29.444949954504096
267,29.335759781619654
268,28.78980891719745
269,29.408553230209282
270,28.26205641492266
271,29.226569608735215
272,29.099181073703367
273,29.099181073703367
274,29.754322111010005
275,29.29936305732484
276,29.044585987261147
277,29.790718835304826
278,29.13557779799818
279,28.480436760691536
280,28.898999090081894
281,28.898999090081894
282,28.935395814376708
283,29.499545040946312
284,28.607825295723384
285,29.717925386715194
286,28.02547770700637
287,29.281164695177438
288,29.69972702456779
289,29.26296633303003
290,29.226569608735215
291,28.626023657870793
292,28.80800727934486
293,29.608735213830755
294,29.117379435850772
295,29.117379435850772
296,29.17197452229299
297,28.57142857142857
298,28.898999090081894
299,28.753412192902637
300,29.444949954504096
301,28.95359417652411
302,28.46223839854413
303,28.680618744313012
304,28.42584167424932
305,28.607825295723384
306,28.098271155595995
307,28.22565969062784
308,28.04367606915378
309,28.22565969062784
310,28.389444949954505
311,29.17197452229299
312,29.17197452229299
313,28.78980891719745
314,28.698817106460417
315,29.208371246587806
316,28.80800727934486
317,28.498635122838945
318,29.590536851683346
319,28.717015468607826
320,29.226569608735215
321,28.58962693357598
322,28.826205641492265
323,28.6442220200182
324,28.735213830755228
325,28.717015468607826
326,29.026387625113742
327,28.42584167424932
328,29.15377616014559
329,28.662420382165603
330,28.78980891719745
331,29.590536851683346
332,29.408553230209282
333,28.844404003639674
334,29.062784349408556
335,29.972702456778887
336,28.22565969062784
337,28.935395814376708
338,29.717925386715194
339,29.026387625113742
340,29.281164695177438
341,28.97179253867152
342,29.244767970882616
343,28.40764331210191
344,29.26296633303003
345,28.989990900818924
346,27.91628753412193
347,29.17197452229299
348,30.0090991810737
349,29.281164695177438
350,29.717925386715194
351,29.13557779799818
352,28.826205641492265
353,29.1901728844404
354,29.426751592356688
355,28.898999090081894
356,29.1901728844404
357,29.590536851683346
358,29.29936305732484
359,29.080982711555958
360,29.062784349408556
361,29.372156505914464
362,29.86351228389445
363,29.845313921747042
364,29.26296633303003
365,28.698817106460417
366,28.08007279344859
367,29.080982711555958
368,29.244767970882616
369,28.97179253867152
370,30.081892629663333
371,28.29845313921747
372,28.57142857142857
373,29.481346678798907
374,29.008189262966333
375,29.062784349408556
376,29.845313921747042
377,28.698817106460417
378,29.990900818926296
379,29.53594176524113
380,29.899909008189262
381,29.554140127388536
382,29.64513193812557
383,28.753412192902637
384,29.080982711555958
385,29.281164695177438
386,28.389444949954505
387,28.607825295723384
388,29.15377616014559
389,29.29936305732484
390,28.935395814376708
391,29.244767970882616
392,28.607825295723384
393,28.334849863512286
394,29.353958143767063
395,28.826205641492265
396,29.808917197452228
397,28.53503184713376
398,28.516833484986353
399,28.880800727934485
400,28.02547770700637
401,30.209281164695177
402,28.26205641492266
403,28.480436760691536
404,29.008189262966333
405,28.57142857142857
406,29.4631483166515
407,28.626023657870793
408,28.753412192902637
409,28.77161055505005
410,29.426751592356688
411,29.335759781619654
412,27.80709736123749
413,29.15377616014559
414,29.17197452229299
415,29.335759781619654
416,29.4631483166515
417,29.080982711555958
418,28.95359417652411
419,28.717015468607826
420,29.281164695177438
421,28.880800727934485
422,28.77161055505005
423,28.78980891719745
424,30.04549590536852
425,27.643312101910826
426,28.935395814376708
427,28.97179253867152
428,29.64513193812557
429,28.18926296633303
430,29.026387625113742
431,28.989990900818924
432,29.499545040946312
433,29.64513193812557
434,29.080982711555958
435,29.281164695177438
436,27.552320291173793
437,29.226569608735215
438,29.68152866242038
439,28.40764331210191
440,28.78980891719745
441,28.753412192902637
442,28.6442220200182
443,29.13557779799818
444,27.934485896269333
445,28.553230209281168
446,28.389444949954505
447,28.898999090081894
448,28.9171974522293
449,28.826205641492265
450,29.91810737033667
451,29.335759781619654
452,28.6442220200182
453,29.008189262966333
454,28.844404003639674
455,28.007279344858965
456,29.353958143767063
457,28.57142857142857
458,30.04549590536852
459,28.753412192902637
460,29.008189262966333
461,28.78980891719745
462,29.244767970882616
463,29.881710646041853
464,27.73430391264786
465,29.808917197452228
466,29.499545040946312
467,30.500454959053684
468,28.626023657870793
469,29.281164695177438
470,29.499545040946312
471,29.53594176524113
472,28.78980891719745
473,29.51774340309372
474,28.46223839854413
475,29.954504094631485
476,28.880800727934485
477,29.936305732484076
478,29.117379435850772
479,28.53503184713376
480,29.590536851683346
481,29.099181073703367
482,29.080982711555958
483,29.281164695177438
484,28.717015468607826
485,28.498635122838945
486,29.17197452229299
487,27.879890809827117
488,29.426751592356688
489,28.898999090081894
490,29.008189262966333
491,28.862602365787076
492,29.044585987261147
493,29.31756141947225
494,29.444949954504096
495,28.97179253867152
496,29.69972702456779
497,28.42584167424932
498,29.008189262966333
499,28.516833484986353
500,28.935395814376708
501,29.281164695177438
502,29.481346678798907
503,28.626023657870793
504,29.68152866242038
505,29.335759781619654
506,29.736123748862603
507,28.9171974522293
508,29.62693357597816
509,28.607825295723384
510,29.26296633303003
511,29.281164695177438
512,28.516833484986353
513,28.717015468607826
514,29.372156505914464
515,29.4631483166515
516,28.78980891719745
517,28.898999090081894
518,28.698817106460417
519,28.134667879890813
520,29.117379435850772
521,29.044585987261147
522,29.91810737033667
523,29.808917197452228
524,28.826205641492265
525,27.825295723384897
526,28.480436760691536
527,28.898999090081894
528,29.444949954504096
529,29.481346678798907
530,28.26205641492266
531,29.31756141947225
532,29.444949954504096
533,28.826205641492265
534,29.990900818926296
535,29.64513193812557
536,28.116469517743404
537,29.390354868061873
538,28.371246587807097
539,29.954504094631485
540,29.117379435850772
541,28.717015468607826
542,29.31756141947225
543,28.717015468607826
544,29.335759781619654
545,28.78980891719745
546,28.9171974522293
547,29.69972702456779
548,30.100090991810735
549,28.935395814376708
550,28.44404003639672
551,28.9171974522293
552,29.936305732484076
553,29.827115559599637
554,29.244767970882616
555,29.408553230209282
556,28.389444949954505
557,29.62693357597816
558,29.008189262966333
559,28.97179253867152
560,28.6442220200182
561,28.77161055505005
562,29.17197452229299
563,28.6442220200182
564,29.827115559599637
565,29.444949954504096
566,29.608735213830755
567,28.480436760691536
568,29.954504094631485
569,29.335759781619654
570,29.4631483166515
571,29.554140127388536
572,28.753412192902637
573,28.353048225659688
574,28.42584167424932
575,28.334849863512286
576,29.008189262966333
577,29.026387625113742
578,29.62693357597816
579,28.334849863512286
580,28.04367606915378
581,28.280254777070063
582,28.626023657870793
583,28.9171974522293
584,28.680618744313012
585,28.862602365787076
586,29.008189262966333
587,29.226569608735215
588,29.62693357597816
589,29.353958143767063
590,28.880800727934485
591,29.827115559599637
592,29.17197452229299
593,29.080982711555958
594,29.899909008189262
595,29.13557779799818
596,28.880800727934485
597,29.26296633303003
598,29.244767970882616
599,29.86351228389445
600,29.15377616014559
601,29.13557779799818
602,29.13557779799818
603,28.40764331210191
604,29.062784349408556
605,29.117379435850772
606,29.86351228389445
607,29.226569608735215
608,29.26296633303003
609,29.044585987261147
610,29.426751592356688
611,29.408553230209282
612,29.554140127388536
613,29.208371246587806
614,28.97179253867152
615,28.989990900818924
616,28.826205641492265
617,29.754322111010005
618,28.717015468607826
619,28.9171974522293
620,28.753412192902637
621,30.282074613284806
622,28.626023657870793
623,29.954504094631485
624,29.13557779799818
625,28.735213830755228
626,28.898999090081894
627,28.680618744313012
628,28.826205641492265
629,28.57142857142857
630,29.53594176524113
631,28.480436760691536
632,28.42584167424932
633,28.607825295723384
634,28.334849863512286
635,28.989990900818924
636,29.15377616014559
637,29.1901728844404
638,29.444949954504096
639,29.772520473157414
640,29.62693357597816
641,29.62693357597816
642,29.226569608735215
643,30.13648771610555
644,28.9171974522293
645,29.17197452229299
646,29.13557779799818
647,28.698817106460417
648,28.480436760691536
649,29.572338489535944
650,29.899909008189262
651,29.444949954504096
652,29.717925386715194
653,27.861692447679708
654,29.51774340309372
655,29.117379435850772
656,28.08007279344859
657,29.572338489535944
658,29.481346678798907
659,30.282074613284806
660,28.516833484986353
661,28.862602365787076
662,28.498635122838945
663,29.17197452229299
664,28.898999090081894
665,29.51774340309372
